symbol,trigger,stop_atr,tp_atr,net,trades,pf,ratio_vs_base,is_base
LINKUSDT,ALL14,1.6,3.2,-3263.830982010406,613,0.8168504294347676,0.676349157197446,False
LINKUSDT,ALL14,1.6,4.0,-3036.67620157487,607,0.837493702134597,0.6292768838022376,False
LINKUSDT,ALL14,1.6,4.8,-3284.5707367513437,606,0.8318951107009303,0.6806469641968987,False
LINKUSDT,ALL14,2.0,3.2,-4843.034893074483,597,0.7645433435793951,1.003600549863984,False
LINKUSDT,ALL14,2.0,4.0,-4825.65986410714,590,0.7778437402272047,1.0,True
LINKUSDT,ALL14,2.0,4.8,-4628.4441944530045,589,0.7957451981023539,0.9591318751822918,False
LINKUSDT,ALL14,2.4,3.2,-5339.896133583186,584,0.7624205412741549,1.1065628916992045,False
LINKUSDT,ALL14,2.4,4.0,-4096.447614260232,579,0.8257545459868193,0.8488885933982359,False
LINKUSDT,ALL14,2.4,4.8,-5378.248492934002,578,0.7869720663650374,1.1145104803048742,False
