symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
ETHUSDT,dual,ALL14,0.0003,0.0013,3815.5727969747895,752,88.56,2.166229755808382,0.0
ETHUSDT,dual,ALL14,0.001,0.002,2556.8377942267316,744,86.56,1.667758790572788,-1258.735002748058
ETHUSDT,dual,ALL14,0.003,0.004,-876.4503265930263,724,81.22,0.8396359523067395,-4692.023123567816
