symbol,NOVA_EXIT,NOVA_TRIGGER,blind_net,trades,win_pct,pf
ETHUSDT,std,MSS,281.4139874642336,7,57.14,3.7898717846773713
ETHUSDT,std,FVG,-710.8777170346177,210,31.43,0.8916651595691358
ETHUSDT,std,SFP,-913.2200103632393,48,27.08,0.5528082510896627
ETHUSDT,std,MicroBurst,101.490387685854,149,33.56,1.0234894693596122
ETHUSDT,std,RSI,-764.8742729879813,83,31.33,0.7831613559472346
ETHUSDT,std,MACD,-523.6309190630801,122,32.79,0.8671378864118774
ETHUSDT,std,Bollinger,-378.98101982844946,214,33.64,0.9406584564381333
ETHUSDT,std,EMA,-75.2907276963017,63,33.33,0.9551168725254136
ETHUSDT,std,ADX,-260.8104099681274,76,31.58,0.880699458968455
ETHUSDT,std,Stochastic,-563.1822791408152,124,31.45,0.8758553758262715
ETHUSDT,std,OBV,221.36757466677926,194,34.02,1.0408983541039705
ETHUSDT,std,SuperTrend,0.0,0,0.0,0.0
ETHUSDT,std,RSI7,-826.443312331977,84,29.76,0.752060825428744
ETHUSDT,std,KAMA,-240.0146044649257,69,30.43,0.8710077294853351
ETHUSDT,std,ELITE8,-962.2233327510252,467,32.98,0.9328993744524765
ETHUSDT,std,ALL14,-2056.301997617777,730,32.74,0.907353983640112
ETHUSDT,dual,MSS,92.95629730462935,7,100.0,inf
ETHUSDT,dual,FVG,2219.5132261850904,317,91.48,3.3332751346845613
ETHUSDT,dual,SFP,218.94730646373415,59,86.44,1.6167890696837857
ETHUSDT,dual,MicroBurst,1146.54001569657,215,83.72,1.962540746337866
ETHUSDT,dual,RSI,742.3915349617503,112,88.39,2.1048219324905246
ETHUSDT,dual,MACD,1019.6478028788956,160,90.62,3.0326648338357813
ETHUSDT,dual,Bollinger,1479.2556594713833,300,87.33,2.152454614847202
ETHUSDT,dual,EMA,614.6529757771124,86,93.02,4.43906028286079
ETHUSDT,dual,ADX,459.7655206162077,87,88.51,2.487976734229439
ETHUSDT,dual,Stochastic,1247.609048781885,156,91.03,3.0264625060204104
ETHUSDT,dual,OBV,1205.6254384391116,263,83.65,1.9105874657820212
ETHUSDT,dual,SuperTrend,0.0,0,0.0,0.0
ETHUSDT,dual,RSI7,326.6462947452019,109,87.16,1.4670046021338243
ETHUSDT,dual,KAMA,320.03612608004266,89,86.52,1.719339696242728
ETHUSDT,dual,ELITE8,3863.79217870717,633,88.78,2.5492708348007884
ETHUSDT,dual,ALL14,5160.700278277417,922,88.18,2.3249961666388157
