symbol,trigger,trig,lock,net,trades,pf,ratio_vs_base,is_base
SHIBUSDT,ALL14,0.002,0.0036,4837.54309758899,763,2.5939455957460233,1.0297820071320758,False
SHIBUSDT,ALL14,0.002,0.0045,5029.45146544573,763,2.6571784169449773,1.0706341050359578,False
SHIBUSDT,ALL14,0.002,0.005399999999999999,5226.999311118871,763,2.722269417109243,1.1126866951458618,False
SHIBUSDT,ALL14,0.0025,0.0036,4528.200391047169,753,2.33413603298953,0.963931316645603,False
SHIBUSDT,ALL14,0.0025,0.0045,4697.638008903904,753,2.3840571521550014,1.0,True
SHIBUSDT,ALL14,0.0025,0.005399999999999999,4900.43643708835,753,2.443807310520217,1.0431702970301377,False
SHIBUSDT,ALL14,0.003,0.0036,4288.841543147982,748,2.1731576411717386,0.912978295692199,False
SHIBUSDT,ALL14,0.003,0.0045,4438.504901004709,748,2.214096134726852,0.9448375742430485,False
SHIBUSDT,ALL14,0.003,0.005399999999999999,4622.9411225280555,748,2.2645462995119416,0.9840990544111172,False
