symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
SHIBUSDT,dual,ALL14,0.0003,0.0013,4697.638008903904,753,89.38,2.3840571521550014,0.0
SHIBUSDT,dual,ALL14,0.001,0.002,3287.6231332384828,743,87.89,1.8345339290354175,-1410.0148756654212
SHIBUSDT,dual,ALL14,0.003,0.004,-6.739861183054401,721,83.77,0.9987741887514455,-4704.377870086958
