symbol,dropped,net,trades,win_pct,pf,delta_vs_all14
SHIBUSDT,MSS,4697.638008903904,753,89.38,2.3840571521550014,0.0
SHIBUSDT,FVG,4528.5181011377,684,89.91,2.540422821312592,-169.11990776620405
SHIBUSDT,SFP,4657.398175480014,749,89.32,2.372201357999238,-40.23983342388965
SHIBUSDT,MicroBurst,4375.137156251962,730,89.73,2.3522080502563423,-322.5008526519423
SHIBUSDT,RSI,4661.385194547896,751,89.35,2.373376046693049,-36.25281435600755
SHIBUSDT,MACD,4410.263428407159,717,88.98,2.3217945980274717,-287.3745804967448
SHIBUSDT,Bollinger,4346.328202917466,710,88.87,2.2945936607211155,-351.3098059864378
SHIBUSDT,EMA,4485.908198302117,739,89.45,2.350166715684187,-211.729810601787
SHIBUSDT,ADX,4800.374354922427,732,89.62,2.4798405603027596,102.73634601852336
SHIBUSDT,Stochastic,4689.979606120277,715,89.37,2.47393966475963,-7.658402783627025
SHIBUSDT,OBV,4280.508467306846,676,89.64,2.436079097763733,-417.12954159705805
SHIBUSDT,SuperTrend,4697.638008903904,753,89.38,2.3840571521550014,0.0
SHIBUSDT,RSI7,4691.7356750102535,752,89.36,2.38231815748908,-5.902333893650393
SHIBUSDT,KAMA,4341.471392939327,731,89.33,2.296445199800618,-356.1666159645765
