symbol,NOVA_EXIT,NOVA_TRIGGER,blind_net,trades,win_pct,pf
SHIBUSDT,std,MSS,119.70969076447376,6,50.0,1.4821609622383995
SHIBUSDT,std,FVG,1526.3086087925262,183,36.61,1.1913851902381167
SHIBUSDT,std,SFP,-1010.561693625984,36,25.0,0.47284195628157266
SHIBUSDT,std,MicroBurst,687.2826616732583,170,35.88,1.0911863284643535
SHIBUSDT,std,RSI,16.153526084151892,61,34.43,1.0051233159617607
SHIBUSDT,std,MACD,-699.360359463501,122,33.61,0.878003559549267
SHIBUSDT,std,Bollinger,-660.2227568652703,180,32.78,0.9154456311184269
SHIBUSDT,std,EMA,196.53296125629885,45,42.22,1.0901675538201792
SHIBUSDT,std,ADX,616.4284892106199,70,34.29,1.2401313241033702
SHIBUSDT,std,Stochastic,-718.5655773810081,101,26.73,0.8678525391629154
SHIBUSDT,std,OBV,1914.573366423281,187,37.97,1.2452609799895973
SHIBUSDT,std,SuperTrend,0.0,0,0.0,0.0
SHIBUSDT,std,RSI7,-165.13805265256383,66,30.3,0.9488264293995223
SHIBUSDT,std,KAMA,-182.16260377933213,74,36.49,0.9367274837493201
SHIBUSDT,std,ELITE8,2409.1854723350093,448,35.71,1.1264309980783265
SHIBUSDT,std,ALL14,870.9240527640169,693,34.2,1.0288465112087775
SHIBUSDT,dual,MSS,242.07081643573648,6,100.0,inf
SHIBUSDT,dual,FVG,3750.830715532503,266,90.98,4.227592249768041
SHIBUSDT,dual,SFP,654.6467856946288,46,89.13,5.060750576666911
SHIBUSDT,dual,MicroBurst,5033.410786116329,243,91.36,5.284966397314338
SHIBUSDT,dual,RSI,1746.7842282989702,81,93.83,6.199051093753108
SHIBUSDT,dual,MACD,1788.095724509433,153,92.16,3.740176596930123
SHIBUSDT,dual,Bollinger,2499.3776333003866,264,89.02,2.7531890813246407
SHIBUSDT,dual,EMA,1090.9232760603095,63,95.24,10.767220044582036
SHIBUSDT,dual,ADX,1257.5183707072085,79,93.67,5.079576998213294
SHIBUSDT,dual,Stochastic,1751.0876366307377,139,92.09,3.6494023873692303
SHIBUSDT,dual,OBV,3464.1595927864437,264,92.8,4.620529262474049
SHIBUSDT,dual,SuperTrend,0.0,0,0.0,0.0
SHIBUSDT,dual,RSI7,1447.2881603110045,86,94.19,5.30764428195478
SHIBUSDT,dual,KAMA,1256.7566891735491,101,87.13,3.2497206218355075
SHIBUSDT,dual,ELITE8,8216.310177083158,618,91.1,3.959706031745931
SHIBUSDT,dual,ALL14,11678.92323757901,886,90.74,3.7545782164042087
