symbol,NOVA_EXIT,NOVA_TRIGGER,net,trades,win_pct,pf
XLMUSDT,std,MSS,45.151424172615485,9,44.44,1.2841280500547665
XLMUSDT,std,FVG,-953.4508042427523,466,30.26,0.883142327764751
XLMUSDT,std,SFP,-593.6123922338062,125,26.4,0.7095829169400668
XLMUSDT,std,MicroBurst,57.15019246666155,394,29.19,1.0095869795697925
XLMUSDT,std,RSI,-342.12899804416145,121,27.27,0.8549923261663507
XLMUSDT,std,MACD,-399.03259476862206,360,31.11,0.9309561751243801
XLMUSDT,std,Bollinger,-2483.543181307054,728,26.51,0.7653957709934492
XLMUSDT,std,EMA,-189.97663278649208,165,30.91,0.9267411486072149
XLMUSDT,std,ADX,-313.66785491296014,177,29.38,0.8809667970676436
XLMUSDT,std,Stochastic,375.3788943513711,268,29.1,1.0930847276712197
XLMUSDT,std,OBV,-977.423708414703,502,28.69,0.8698459755448938
XLMUSDT,std,SuperTrend,0.0,0,0.0,0.0
XLMUSDT,std,RSI7,-464.7954741761561,100,26.0,0.7528619704088619
XLMUSDT,std,KAMA,-1006.0903734082717,210,27.14,0.6792515221698375
XLMUSDT,std,ELITE8,-2614.2831682778883,1234,28.77,0.8610696998529003
XLMUSDT,std,ALL14,-5223.864463106286,1984,28.12,0.8314786836125224
XLMUSDT,dual,MSS,79.98044709594953,9,100.0,inf
XLMUSDT,dual,FVG,1066.514740610561,666,80.18,1.3991860905554467
XLMUSDT,dual,SFP,177.65191700587044,139,82.01,1.4060524035324957
XLMUSDT,dual,MicroBurst,1377.3474922893586,513,75.83,1.59738436039444
XLMUSDT,dual,RSI,279.80960290705593,138,83.33,1.5875920507777361
XLMUSDT,dual,MACD,-157.57028586688298,458,74.02,0.932463596350477
XLMUSDT,dual,Bollinger,-78.95253226236977,926,75.7,0.9794078249701903
XLMUSDT,dual,EMA,307.751050140886,202,78.71,1.3592368433896347
XLMUSDT,dual,ADX,195.12454659170552,214,80.37,1.2702963469894086
XLMUSDT,dual,Stochastic,92.17249204901215,327,76.76,1.062552188373464
XLMUSDT,dual,OBV,678.6553029118431,643,77.14,1.2809085306280883
XLMUSDT,dual,SuperTrend,0.0,0,0.0,0.0
XLMUSDT,dual,RSI7,275.476712368874,116,84.48,1.8021732176464809
XLMUSDT,dual,KAMA,-97.33486423044266,252,73.41,0.9181957073699868
XLMUSDT,dual,ELITE8,699.4855565599029,1552,77.51,1.1063237955137726
XLMUSDT,dual,ALL14,2145.329876684011,2300,77.43,1.2257259219911185
