symbol,NOVA_LENGTH,NOVA_BB_MULT,NOVA_KC_MULT,NOVA_MOM_P,net,trades,win_pct,pf
ETHUSDT,12,2.0,1.0,8,0.17029591049279705,1,100.0,inf
ETHUSDT,12,2.0,1.0,12,0.23773757826575387,2,100.0,inf
ETHUSDT,12,2.0,1.5,8,0.0,0,0.0,0.0
ETHUSDT,12,2.0,1.5,12,0.0,0,0.0,0.0
ETHUSDT,12,2.5,1.0,8,0.0,0,0.0,0.0
ETHUSDT,12,2.5,1.0,12,0.06744166777295683,1,100.0,inf
ETHUSDT,12,2.5,1.5,8,0.42583119621080046,1,100.0,inf
ETHUSDT,12,2.5,1.5,12,0.42583119621080046,1,100.0,inf
ETHUSDT,20,2.0,1.0,8,0.0,0,0.0,0.0
ETHUSDT,20,2.0,1.0,12,0.0,0,0.0,0.0
ETHUSDT,20,2.0,1.5,8,0.0,0,0.0,0.0
ETHUSDT,20,2.0,1.5,12,0.0,0,0.0,0.0
ETHUSDT,20,2.5,1.0,8,0.0,0,0.0,0.0
ETHUSDT,20,2.5,1.0,12,0.0,0,0.0,0.0
ETHUSDT,20,2.5,1.5,8,0.0,0,0.0,0.0
ETHUSDT,20,2.5,1.5,12,0.0,0,0.0,0.0
