symbol,NOVA_Z_P,NOVA_Z_TH,NOVA_WICK_RATIO,net,trades,win_pct,pf
ETHUSDT,20,-1.5,0.5,-0.6043948218114797,75,77.33,0.8889025236205484
ETHUSDT,20,-1.5,0.6,-0.9151936008436848,68,76.47,0.8260323067859345
ETHUSDT,20,-2.0,0.5,-0.22163235224564487,21,76.19,0.8577796934288934
ETHUSDT,20,-2.0,0.6,-0.41363685039413006,18,72.22,0.7345714239094526
ETHUSDT,20,-2.5,0.5,0.0638830000000015,1,100.0,inf
ETHUSDT,20,-2.5,0.6,0.0638830000000015,1,100.0,inf
ETHUSDT,30,-1.5,0.5,-0.4272522704325584,67,79.1,0.9122615584782864
ETHUSDT,30,-1.5,0.6,-0.4829967876244866,61,78.69,0.8951280764645736
ETHUSDT,30,-2.0,0.5,-0.3892188289032961,24,79.17,0.7970290917932564
ETHUSDT,30,-2.0,0.6,-0.5812233270517813,21,76.19,0.696902056626978
ETHUSDT,30,-2.5,0.5,0.541668113467447,4,100.0,inf
ETHUSDT,30,-2.5,0.6,0.47742961531896133,3,100.0,inf
ETHUSDT,50,-1.5,0.5,-0.2974119564868025,48,77.08,0.918581176288153
ETHUSDT,50,-1.5,0.6,-0.22464208579825173,44,77.27,0.9336965499268906
ETHUSDT,50,-2.0,0.5,0.472338318200888,19,84.21,1.4688101162282132
ETHUSDT,50,-2.0,0.6,0.3442168200524014,17,82.35,1.341645640843053
ETHUSDT,50,-2.5,0.5,0.1427289768670324,4,75.0,1.4264377191725337
ETHUSDT,50,-2.5,0.6,0.1427289768670324,4,75.0,1.4264377191725337
