symbol,NOVA_COOLDOWN_S,NOVA_MAX_PER,net,trades,win_pct,pf
GRAMUSDT,120.0,2,-319.0192615066681,94,28.72,0.7944690485609888
GRAMUSDT,120.0,3,-286.3593241883403,110,30.0,0.8382254441104252
GRAMUSDT,300.0,2,-319.0192615066681,94,28.72,0.7944690485609888
GRAMUSDT,300.0,3,-286.3593241883403,110,30.0,0.8382254441104252
