symbol,NOVA_EXIT,NOVA_TRIG,NOVA_LOCK,net,trades,win_pct,pf
FILUSDT,std,0.0025,0.0015,-817.5846726413687,270,31.85,0.841826798568592
FILUSDT,std,0.0025,0.0045,-817.5846726413687,270,31.85,0.841826798568592
FILUSDT,std,0.004,0.0015,-817.5846726413687,270,31.85,0.841826798568592
FILUSDT,std,0.004,0.0045,-817.5846726413687,270,31.85,0.841826798568592
FILUSDT,std,0.005,0.0015,-817.5846726413687,270,31.85,0.841826798568592
FILUSDT,std,0.005,0.0045,-817.5846726413687,270,31.85,0.841826798568592
FILUSDT,dual,0.0025,0.0015,1063.4484016970566,332,83.43,1.760530116397366
FILUSDT,dual,0.0025,0.0045,1266.7846027939074,332,83.43,1.9059469550904358
FILUSDT,dual,0.004,0.0015,1010.3283163672228,323,80.19,1.6173467891771462
FILUSDT,dual,0.004,0.0045,1061.5577614862805,323,80.19,1.6486498150779678
FILUSDT,dual,0.005,0.0015,1124.4182078284373,319,76.8,1.608017462951527
FILUSDT,dual,0.005,0.0045,1069.5643218991772,319,76.8,1.578355794078204
