symbol,NOVA_EMA_FAST,NOVA_EMA_SLOW,NOVA_VOL_MULT,net,trades,win_pct,pf
SOLUSDT,8,20,1.0,3.89101832062018,14,92.86,6.468952386141359
SOLUSDT,8,20,1.2,2.4393186572558445,10,90.0,4.428541449024114
SOLUSDT,8,20,1.5,1.1806559254359823,6,83.33,2.6594501769387433
SOLUSDT,8,21,1.0,3.504506467019045,13,92.31,5.925697446214237
SOLUSDT,8,21,1.2,2.0528068036547094,9,88.89,3.885286509096992
SOLUSDT,8,21,1.5,1.1806559254359823,6,83.33,2.6594501769387433
SOLUSDT,9,20,1.0,3.804800729182574,14,92.86,6.347770766429812
SOLUSDT,9,20,1.2,2.3531010658182385,10,90.0,4.307359829312567
SOLUSDT,9,20,1.5,1.1806559254359823,6,83.33,2.6594501769387433
SOLUSDT,9,21,1.0,3.804800729182574,14,92.86,6.347770766429812
SOLUSDT,9,21,1.2,2.3531010658182385,10,90.0,4.307359829312567
SOLUSDT,9,21,1.5,1.1806559254359823,6,83.33,2.6594501769387433
