symbol,NOVA_LENGTH,NOVA_BB_MULT,NOVA_KC_MULT,NOVA_MOM_P,net,trades,win_pct,pf
ETHUSDT,12,2.0,1.0,8,-0.4333923304706948,4,0.0,0.0
ETHUSDT,12,2.0,1.0,12,-0.29672460826939895,3,0.0,0.0
ETHUSDT,12,2.0,1.5,8,0.05185410361041564,17,52.94,1.0654803427023738
ETHUSDT,12,2.0,1.5,12,0.149867766081344,9,66.67,1.3935265233431333
ETHUSDT,12,2.5,1.0,8,0.0,0,0.0,0.0
ETHUSDT,12,2.5,1.0,12,0.0,0,0.0,0.0
ETHUSDT,12,2.5,1.5,8,-0.3147067652292016,7,28.57,0.557550704069637
ETHUSDT,12,2.5,1.5,12,-0.5719498914396011,6,16.67,0.10047136733578058
ETHUSDT,20,2.0,1.0,8,0.0,0,0.0,0.0
ETHUSDT,20,2.0,1.0,12,0.0,0,0.0,0.0
ETHUSDT,20,2.0,1.5,8,-0.3731610274114534,7,42.86,0.3393158596676002
ETHUSDT,20,2.0,1.5,12,-0.2802514853565703,4,50.0,0.3131385408356746
ETHUSDT,20,2.5,1.0,8,0.0,0,0.0,0.0
ETHUSDT,20,2.5,1.0,12,0.0,0,0.0,0.0
ETHUSDT,20,2.5,1.5,8,0.0,0,0.0,0.0
ETHUSDT,20,2.5,1.5,12,0.0,0,0.0,0.0
