symbol,NOVA_EXIT,NOVA_TRIGGER,net,trades,win_pct,pf
GRAMUSDT,std,MSS,0.0,0,0.0,0.0
GRAMUSDT,std,FVG,200.39106657527694,37,35.14,1.1860830572393128
GRAMUSDT,std,SFP,-72.94389133843814,9,22.22,0.7337796168775655
GRAMUSDT,std,MicroBurst,-298.4679081396859,26,30.77,0.7125210296865907
GRAMUSDT,std,RSI,-474.0010048676837,15,20.0,0.41337087974452474
GRAMUSDT,std,MACD,-198.26232170444365,26,30.77,0.7800053876645254
GRAMUSDT,std,Bollinger,-411.4931897999632,37,24.32,0.6774764621126299
GRAMUSDT,std,EMA,89.74030461297787,13,38.46,1.213581510924781
GRAMUSDT,std,ADX,-395.75525254057675,11,9.09,0.21212874236232657
GRAMUSDT,std,Stochastic,-589.0921127174175,20,20.0,0.34230741817607085
GRAMUSDT,std,OBV,3.365562007157372,30,30.0,1.003715428540232
GRAMUSDT,std,SuperTrend,0.0,0,0.0,0.0
GRAMUSDT,std,RSI7,-407.9979757230237,12,16.67,0.32577947707456323
GRAMUSDT,std,KAMA,278.20757441817665,10,50.0,2.4548274613436627
GRAMUSDT,std,ELITE8,-1031.187330481881,82,26.83,0.6615902408752337
GRAMUSDT,std,ALL14,-1069.5233535473376,133,27.82,0.772470191624469
GRAMUSDT,dual,MSS,0.0,0,0.0,0.0
GRAMUSDT,dual,FVG,536.1286152651033,55,96.36,6.491107286058629
GRAMUSDT,dual,SFP,56.92353009715241,10,90.0,2.489866338536093
GRAMUSDT,dual,MicroBurst,358.44229199892993,40,97.5,6.087596604026334
GRAMUSDT,dual,RSI,216.49418155240716,19,100.0,inf
GRAMUSDT,dual,MACD,320.8443649592921,34,97.06,5.77621334958046
GRAMUSDT,dual,Bollinger,486.18459985429115,51,96.08,7.42501057368954
GRAMUSDT,dual,EMA,113.2135019668919,19,94.74,3.740934243350728
GRAMUSDT,dual,ADX,1.1621575419447296,11,90.91,1.015129113650706
GRAMUSDT,dual,Stochastic,283.4678837149882,29,96.55,8.716122261423243
GRAMUSDT,dual,OBV,388.4428607908958,43,93.02,4.494059971748237
GRAMUSDT,dual,SuperTrend,0.0,0,0.0,0.0
GRAMUSDT,dual,RSI7,191.78974380638792,16,100.0,inf
GRAMUSDT,dual,KAMA,89.86644220068061,12,91.67,4.320529899011939
GRAMUSDT,dual,ELITE8,927.6551344196204,115,94.78,4.228824782828888
GRAMUSDT,dual,ALL14,1377.2704459561025,168,94.64,4.344578336192682
