symbol,NOVA_BODY_RATIO,NOVA_RANGE_ATR,NOVA_LOOKBACK,net,trades,win_pct,pf
LINKUSDT,0.4,0.6,10,929.0901174693694,129,37.98,1.2209845825634926
LINKUSDT,0.4,0.6,20,615.7317594933786,92,38.04,1.2122625308004626
LINKUSDT,0.4,0.6,50,838.6335163560777,55,40.0,1.4958330970103946
LINKUSDT,0.4,0.8,10,857.42743252314,122,37.7,1.2152743760223093
LINKUSDT,0.4,0.8,20,653.6161133796331,89,38.2,1.2354390576633625
LINKUSDT,0.4,0.8,50,752.3811170621932,54,38.89,1.4449708666608876
LINKUSDT,0.4,1.0,10,625.9019742929819,104,38.46,1.183614029849939
LINKUSDT,0.4,1.0,20,359.8988535334491,81,37.04,1.1367350265503386
LINKUSDT,0.4,1.0,50,637.7874208260428,50,38.0,1.4016807108044207
LINKUSDT,0.5,0.6,10,805.4764751207716,111,37.84,1.2230068075419538
LINKUSDT,0.5,0.6,20,929.0632721772649,78,41.03,1.4087536110574297
LINKUSDT,0.5,0.6,50,921.4902623643304,45,42.22,1.7121518121268404
LINKUSDT,0.5,0.8,10,994.4820527741409,106,38.68,1.294938505657617
LINKUSDT,0.5,0.8,20,1065.7998327224,75,42.67,1.4989276744244164
LINKUSDT,0.5,0.8,50,973.8456729728234,44,43.18,1.7843495064801584
LINKUSDT,0.5,1.0,10,924.4902187726346,91,40.66,1.3239076735578716
LINKUSDT,0.5,1.0,20,871.6858031432469,69,42.03,1.4295153683756143
LINKUSDT,0.5,1.0,50,993.9087182941016,41,43.9,1.8712104524916577
LINKUSDT,0.6,0.6,10,885.0674190440369,96,38.54,1.2855629600025493
LINKUSDT,0.6,0.6,20,652.627268167595,69,39.13,1.3115306386963281
LINKUSDT,0.6,0.6,50,636.433482826794,44,38.64,1.4727943502089134
LINKUSDT,0.6,0.8,10,953.4705967247256,93,38.71,1.3222935389928099
LINKUSDT,0.6,0.8,20,741.9159974000138,67,40.3,1.3699191115516
LINKUSDT,0.6,0.8,50,688.788893435287,43,39.53,1.5323950799562027
LINKUSDT,0.6,1.0,10,817.6767974286109,79,40.51,1.3262168677555735
LINKUSDT,0.6,1.0,20,510.57538163938665,62,38.71,1.263709792344599
LINKUSDT,0.6,1.0,50,708.851938756565,40,40.0,1.5941784003278943
