symbol,NOVA_BODY_RATIO,NOVA_RANGE_ATR,NOVA_LOOKBACK,net,trades,win_pct,pf
LINKUSDT,0.4,0.6,10,-16298.55319444143,6305,25.68,0.585436439292138
LINKUSDT,0.4,0.6,20,-11181.519771669966,4443,26.06,0.5918009088314414
LINKUSDT,0.4,0.6,50,-6614.620432089567,2694,26.35,0.6142777341380078
LINKUSDT,0.4,0.8,10,-14632.831287627461,5669,25.63,0.584174611681597
LINKUSDT,0.4,0.8,20,-10329.732111002415,4088,26.13,0.5913323502146004
LINKUSDT,0.4,0.8,50,-6156.341365478894,2504,26.64,0.6137848254677662
LINKUSDT,0.4,1.0,10,-11893.13442619737,4721,25.93,0.5887395032484734
LINKUSDT,0.4,1.0,20,-8295.706479122475,3469,26.52,0.6084810454574582
LINKUSDT,0.4,1.0,50,-5341.313341401473,2176,26.52,0.6132987015666609
LINKUSDT,0.5,0.6,10,-14469.54949400626,5808,25.96,0.5963507183544318
LINKUSDT,0.5,0.6,20,-10074.408190121685,4110,26.2,0.599802601195132
LINKUSDT,0.5,0.6,50,-5506.396917645603,2475,26.99,0.644148226272535
LINKUSDT,0.5,0.8,10,-12854.336723657518,5244,25.97,0.6001596809251276
LINKUSDT,0.5,0.8,20,-9080.454945873778,3787,26.43,0.6080999737909131
LINKUSDT,0.5,0.8,50,-5120.842847110587,2313,27.24,0.6457457178397998
LINKUSDT,0.5,1.0,10,-10809.510847673953,4401,26.08,0.5957499798035416
LINKUSDT,0.5,1.0,20,-7449.03613032081,3240,26.7,0.6200692574864908
LINKUSDT,0.5,1.0,50,-4678.557929626676,2028,26.87,0.63132790701675
LINKUSDT,0.6,0.6,10,-12387.529903405228,4999,26.13,0.596281853087237
LINKUSDT,0.6,0.6,20,-8796.753699118393,3568,26.46,0.5961085112904366
LINKUSDT,0.6,0.6,50,-4986.860492232868,2147,26.83,0.6282267487788296
LINKUSDT,0.6,0.8,10,-11144.371347634284,4546,26.11,0.598262517979112
LINKUSDT,0.6,0.8,20,-8016.642679962973,3298,26.5,0.6016672339329096
LINKUSDT,0.6,0.8,50,-4621.330257955244,2014,27.06,0.6321196764059634
LINKUSDT,0.6,1.0,10,-9255.251308393956,3857,26.39,0.6019902911490235
LINKUSDT,0.6,1.0,20,-6889.54652841892,2868,26.57,0.6051648367727948
LINKUSDT,0.6,1.0,50,-4296.335734778159,1785,26.67,0.6175580449045844
