symbol,NOVA_EPS,NOVA_FVG_MIN,NOVA_MSS_WINDOW,net,trades,win_pct,pf
GRAMUSDT,2.0,0.1,8,-11.804029061774159,2,50.0,0.21296918691555436
GRAMUSDT,2.0,0.1,12,2.143294888606901,4,75.0,1.1429036738246128
GRAMUSDT,2.0,0.1,20,7.26763421574224,2,100.0,inf
GRAMUSDT,2.0,0.2,8,-11.804029061774159,2,50.0,0.21296918691555436
GRAMUSDT,2.0,0.2,12,2.143294888606901,4,75.0,1.1429036738246128
GRAMUSDT,2.0,0.2,20,3.194149999999917,1,100.0,inf
GRAMUSDT,2.0,0.3,8,-11.804029061774159,2,50.0,0.21296918691555436
GRAMUSDT,2.0,0.3,12,2.143294888606901,4,75.0,1.1429036738246128
GRAMUSDT,2.0,0.3,20,3.194149999999917,1,100.0,inf
GRAMUSDT,2.8,0.1,8,-11.804029061774159,2,50.0,0.21296918691555436
GRAMUSDT,2.8,0.1,12,2.143294888606901,4,75.0,1.1429036738246128
GRAMUSDT,2.8,0.1,20,7.26763421574224,2,100.0,inf
GRAMUSDT,2.8,0.2,8,-11.804029061774159,2,50.0,0.21296918691555436
GRAMUSDT,2.8,0.2,12,2.143294888606901,4,75.0,1.1429036738246128
GRAMUSDT,2.8,0.2,20,3.194149999999917,1,100.0,inf
GRAMUSDT,2.8,0.3,8,-11.804029061774159,2,50.0,0.21296918691555436
GRAMUSDT,2.8,0.3,12,2.143294888606901,4,75.0,1.1429036738246128
GRAMUSDT,2.8,0.3,20,3.194149999999917,1,100.0,inf
GRAMUSDT,3.5,0.1,8,-11.804029061774159,2,50.0,0.21296918691555436
GRAMUSDT,3.5,0.1,12,2.143294888606901,4,75.0,1.1429036738246128
GRAMUSDT,3.5,0.1,20,7.26763421574224,2,100.0,inf
GRAMUSDT,3.5,0.2,8,-11.804029061774159,2,50.0,0.21296918691555436
GRAMUSDT,3.5,0.2,12,2.143294888606901,4,75.0,1.1429036738246128
GRAMUSDT,3.5,0.2,20,3.194149999999917,1,100.0,inf
GRAMUSDT,3.5,0.3,8,-11.804029061774159,2,50.0,0.21296918691555436
GRAMUSDT,3.5,0.3,12,2.143294888606901,4,75.0,1.1429036738246128
GRAMUSDT,3.5,0.3,20,3.194149999999917,1,100.0,inf
