symbol,NOVA_EXIT,NOVA_TRIG,NOVA_LOCK,net,trades,win_pct,pf
LINKUSDT,std,0.0025,0.0015,585.9764212049341,289,35.99,1.1191145326877145
LINKUSDT,std,0.0025,0.0045,585.9764212049341,289,35.99,1.1191145326877145
LINKUSDT,std,0.004,0.0015,585.9764212049341,289,35.99,1.1191145326877145
LINKUSDT,std,0.004,0.0045,585.9764212049341,289,35.99,1.1191145326877145
LINKUSDT,std,0.005,0.0015,585.9764212049341,289,35.99,1.1191145326877145
LINKUSDT,std,0.005,0.0045,585.9764212049341,289,35.99,1.1191145326877145
LINKUSDT,dual,0.0025,0.0015,1290.989371995763,354,86.72,2.1497068767597725
LINKUSDT,dual,0.0025,0.0045,1524.5081936115932,354,86.72,2.3576700102203594
LINKUSDT,dual,0.004,0.0015,1203.0434174388602,345,83.19,1.8447665987367685
LINKUSDT,dual,0.004,0.0045,1308.505975436525,345,83.19,1.9188214874650817
LINKUSDT,dual,0.005,0.0015,1049.3802007982515,336,79.76,1.6276389591402862
LINKUSDT,dual,0.005,0.0045,1104.3370255342306,336,79.76,1.6605088801171708
