symbol,NOVA_EPS,NOVA_FVG_MIN,NOVA_MSS_WINDOW,net,trades,win_pct,pf
SOLUSDT,2.0,0.1,8,-7.315887785766552,3,66.67,0.7355539680930409
SOLUSDT,2.0,0.1,12,-13.52039796483816,8,75.0,0.7386657194848333
SOLUSDT,2.0,0.1,20,37.47528085152294,16,87.5,1.7243555688158168
SOLUSDT,2.0,0.2,8,-7.315887785766552,3,66.67,0.7355539680930409
SOLUSDT,2.0,0.2,12,-13.52039796483816,8,75.0,0.7386657194848333
SOLUSDT,2.0,0.2,20,37.475280851522896,16,87.5,1.7243555688158156
SOLUSDT,2.0,0.3,8,-7.315887785766552,3,66.67,0.7355539680930409
SOLUSDT,2.0,0.3,12,-13.52039796483816,8,75.0,0.7386657194848333
SOLUSDT,2.0,0.3,20,37.475280851522896,16,87.5,1.7243555688158156
SOLUSDT,2.8,0.1,8,-7.315887785766552,3,66.67,0.7355539680930409
SOLUSDT,2.8,0.1,12,-25.553442470662176,5,60.0,0.5060803298746583
SOLUSDT,2.8,0.1,20,29.3041457176194,15,86.67,1.5664165993591255
SOLUSDT,2.8,0.2,8,-7.315887785766552,3,66.67,0.7355539680930409
SOLUSDT,2.8,0.2,12,-25.553442470662176,5,60.0,0.5060803298746583
SOLUSDT,2.8,0.2,20,29.30414571761935,15,86.67,1.5664165993591244
SOLUSDT,2.8,0.3,8,-7.315887785766552,3,66.67,0.7355539680930409
SOLUSDT,2.8,0.3,12,-25.553442470662176,5,60.0,0.5060803298746583
SOLUSDT,2.8,0.3,20,29.30414571761935,15,86.67,1.5664165993591244
SOLUSDT,3.5,0.1,8,20.047421761988964,2,100.0,inf
SOLUSDT,3.5,0.1,12,24.674931868515948,3,100.0,inf
SOLUSDT,3.5,0.1,20,73.28661634302853,11,100.0,inf
SOLUSDT,3.5,0.2,8,20.047421761988964,2,100.0,inf
SOLUSDT,3.5,0.2,12,24.674931868515948,3,100.0,inf
SOLUSDT,3.5,0.2,20,73.28661634302848,11,100.0,inf
SOLUSDT,3.5,0.3,8,20.047421761988964,2,100.0,inf
SOLUSDT,3.5,0.3,12,24.674931868515948,3,100.0,inf
SOLUSDT,3.5,0.3,20,73.28661634302848,11,100.0,inf
