symbol,NOVA_LOOKBACK,NOVA_WICK_RATIO,net,trades,win_pct,pf
GRAMUSDT,10,0.5,0.5885018375806518,8,87.5,1.727233279140294
GRAMUSDT,10,0.6,0.22940044062486942,6,83.33,1.283478528049607
GRAMUSDT,10,0.7,0.6402268999493376,3,100.0,inf
GRAMUSDT,20,0.5,0.6877037424437403,4,100.0,inf
GRAMUSDT,20,0.6,0.39248534548795455,3,100.0,inf
GRAMUSDT,20,0.7,0.27118883023134804,2,100.0,inf
GRAMUSDT,55,0.5,0.5664072271871339,3,100.0,inf
GRAMUSDT,55,0.6,0.27118883023134804,2,100.0,inf
GRAMUSDT,55,0.7,0.27118883023134804,2,100.0,inf
