symbol,NOVA_BB_P,NOVA_BB_STD,NOVA_PCT,NOVA_LOOKBACK,NOVA_DURATION,net,trades,win_pct,pf
ETHUSDT,20,2.0,5,50,3,-2.29904930814733,71,33.8,0.42010778446705727
ETHUSDT,20,2.0,5,50,6,-0.7813279138847248,19,21.05,0.2464479497935419
ETHUSDT,20,2.0,5,120,3,-4.551016743641592,130,29.23,0.376079808987065
ETHUSDT,20,2.0,5,120,6,-2.9221787413835987,64,21.88,0.2608987496607834
ETHUSDT,20,2.0,12,50,3,-9.726758468371777,279,34.05,0.4030188859821392
ETHUSDT,20,2.0,12,50,6,-6.257207677668436,163,30.06,0.3496109970181253
ETHUSDT,20,2.0,12,120,3,-15.245997322935127,396,27.78,0.32842992378855873
ETHUSDT,20,2.0,12,120,6,-12.426909882866534,307,25.41,0.3033640882298295
ETHUSDT,20,2.0,15,50,3,-13.635101242047947,410,35.12,0.4182964031888449
ETHUSDT,20,2.0,15,50,6,-9.37786145021769,284,34.15,0.41106557720609255
ETHUSDT,20,2.0,15,120,3,-18.34485223882626,463,27.43,0.3216766143852679
ETHUSDT,20,2.0,15,120,6,-14.496849165926402,364,26.1,0.3146322024752405
ETHUSDT,20,2.0,20,50,3,-18.124019131026337,532,34.21,0.4038347931756949
ETHUSDT,20,2.0,20,50,6,-13.744007477351417,398,33.17,0.3927952479883908
ETHUSDT,20,2.0,20,120,3,-23.315327451781283,607,28.34,0.3391739624640371
ETHUSDT,20,2.0,20,120,6,-19.625183383127432,503,26.84,0.32621690331229664
ETHUSDT,20,2.5,5,50,3,-0.574444149415677,20,30.0,0.45595083629563365
ETHUSDT,20,2.5,5,50,6,-0.11913831756224783,6,33.33,0.5174717123680436
ETHUSDT,20,2.5,5,120,3,-1.5523676268710132,49,28.57,0.4211917799984191
ETHUSDT,20,2.5,5,120,6,-0.9020831446903775,24,20.83,0.3360442319348947
ETHUSDT,20,2.5,12,50,3,-3.7003116000824647,102,29.41,0.37188379763274687
ETHUSDT,20,2.5,12,50,6,-2.537763261925101,59,23.73,0.2889978660546538
ETHUSDT,20,2.5,12,120,3,-6.2344089578316755,166,27.11,0.33590860892224467
ETHUSDT,20,2.5,12,120,6,-5.508161900597035,133,24.06,0.295871498983596
ETHUSDT,20,2.5,15,50,3,-5.239913769939011,171,35.09,0.4421408552791707
ETHUSDT,20,2.5,15,50,6,-3.753965944024907,118,33.9,0.42252034485553175
ETHUSDT,20,2.5,15,120,3,-8.34599738384781,200,25.5,0.29763840405914077
ETHUSDT,20,2.5,15,120,6,-7.10565452228632,163,23.31,0.2751888455441888
ETHUSDT,20,2.5,20,50,3,-7.4246029593168466,224,33.04,0.40553835164058927
ETHUSDT,20,2.5,20,50,6,-5.798154591236639,168,32.14,0.3888567588030852
ETHUSDT,20,2.5,20,120,3,-10.246334482732323,265,27.92,0.3382158862388629
ETHUSDT,20,2.5,20,120,6,-8.960754155280826,224,25.89,0.31943818254001055
ETHUSDT,35,2.0,5,50,3,-5.356319405430125,142,34.51,0.37062468112045793
ETHUSDT,35,2.0,5,50,6,-2.352665896985082,69,39.13,0.4230136315098187
ETHUSDT,35,2.0,5,120,3,-7.374495079152406,187,27.81,0.32351632620331405
ETHUSDT,35,2.0,5,120,6,-4.217596524251645,114,29.82,0.350962957014548
ETHUSDT,35,2.0,12,50,3,-14.975218803016329,365,30.14,0.33532847178620157
ETHUSDT,35,2.0,12,50,6,-10.210253171150464,261,31.8,0.35426975040805786
ETHUSDT,35,2.0,12,120,3,-17.50205424574967,481,30.35,0.37235310250117404
ETHUSDT,35,2.0,12,120,6,-14.341238826433477,412,31.07,0.3866723747489962
ETHUSDT,35,2.0,15,50,3,-21.52586077658923,503,28.83,0.3143311724924996
ETHUSDT,35,2.0,15,50,6,-18.429258502650672,415,27.95,0.30247245934698147
ETHUSDT,35,2.0,15,120,3,-21.1389625380133,589,30.56,0.3791690573117377
ETHUSDT,35,2.0,15,120,6,-18.286105731581074,508,30.71,0.3736646202024143
ETHUSDT,35,2.0,20,50,3,-26.15536719604042,640,29.69,0.34253223085895246
ETHUSDT,35,2.0,20,50,6,-22.85395081479939,552,29.53,0.3350331391734256
ETHUSDT,35,2.0,20,120,3,-28.567673471559075,790,30.38,0.3754145299910113
ETHUSDT,35,2.0,20,120,6,-26.029444572290604,714,30.11,0.37064503845181346
ETHUSDT,35,2.5,5,50,3,-1.1882508528944675,43,41.86,0.4917975884071114
ETHUSDT,35,2.5,5,50,6,-0.28489354479222073,18,50.0,0.6686670028324074
ETHUSDT,35,2.5,5,120,3,-3.4574149479734206,80,28.75,0.31702792315852174
ETHUSDT,35,2.5,5,120,6,-1.660356407205693,47,36.17,0.418436210255878
ETHUSDT,35,2.5,12,50,3,-6.006825778816868,152,32.89,0.3588273876797415
ETHUSDT,35,2.5,12,50,6,-3.7716613596642987,107,35.51,0.4046123377867213
ETHUSDT,35,2.5,12,120,3,-7.364709053731961,234,32.91,0.4391737325130834
ETHUSDT,35,2.5,12,120,6,-6.287656964233028,205,33.17,0.44572908789154686
ETHUSDT,35,2.5,15,50,3,-8.930517966118025,216,30.56,0.329991844046043
ETHUSDT,35,2.5,15,50,6,-7.349727976380356,182,31.32,0.34154107663116445
ETHUSDT,35,2.5,15,120,3,-8.868911064470772,280,33.21,0.43359392980713174
ETHUSDT,35,2.5,15,120,6,-7.406780658448143,251,34.26,0.4567321379997533
ETHUSDT,35,2.5,20,50,3,-10.99471336241032,293,32.08,0.3766407180063796
ETHUSDT,35,2.5,20,50,6,-9.34300978067003,262,33.21,0.3934528248460787
ETHUSDT,35,2.5,20,120,3,-11.61357685683254,375,33.6,0.4416563997840193
ETHUSDT,35,2.5,20,120,6,-10.632798571834284,348,33.91,0.44600807427854494
